text,aspect_words,labels
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,1
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,1
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,0
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,2
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,1
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,0
-Computer crashed frequently and battery life decreased very quickly.,battery life,0
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,0
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,0
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,2
My kids (and dogs) destroyed two power cords by pulling on them.,power cords,1
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price-point,2
The Computer itself is a good product but the repair depot stinks.,repair depot,0
I love the glass touchpad.,glass touchpad,2
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,2
"I love its solid build, light wt and excellent battery life (for now).",wt,2
", Applications respond immediately (not like the tired MS applications).",Applications,2
The pricing is very competitive.,pricing,2
"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,0
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,2
can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,0
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,1
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,1
They claim call center is still down.,call center,0
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,0
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,0
"The battery holds up well, it's built very solidly, and runs fast.",battery,2
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,0
Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,2
Love that it doesn't take up space like a regular computer.,space,2
I can barely use any usb devices because they will not stay connected properly.,usb devices,0
It's so nice to look at and the keys are easy to type with.,keys,2
Keyboard could use some trimming.,Keyboard,0
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,2
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,2
One drawback I noticed was sound quality via USB.,sound quality via USB,0
This MacBook is an outstanding product with great value.,value,2
This computer is exceptionally thin for it's screen size and processing power.,screen size,2
Fan noise: The fan made a constant hissing noise in the background.,fan,0
All for such a great price.,price,2
You can't even get a satellite card which is why I bought to begin with.,satellite card,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,0
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,0
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,1
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,0
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,after sales support,0
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,2
"The battery life, before the battery completely died of course, left much to be desired.",battery,0
They are about the same size keys.,keys,1
Good monitor and performed well.,performed,2
"Now mainboard is broken, have to wait for a new one.",mainboard,0
The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,2
 also the battery is completely shot.,battery,0
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,2
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,0
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,0
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,1
"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,0
"I love the size, keyboard, the functions.",keyboard,2
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,1
It has a faster processor and more ram.,ram,2
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,0
This laptop looked brand new and was shipped very quickly.,shipped,2
Its white color is stylish for college students and easy to take to carry and take to classes.,color,2
I was said it's videocard.,videocard,0
1.You can not change your desktop background (window's 7 starter does NOT support that function).,function,0
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,2
"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",customer support,2
Windows Vista makes this computer almost unusable for online service.,online service,0
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,1
"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,2
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,1
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,1
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,0
The keyboard is like no other laptop keyboard.,keyboard,1
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,0
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,1
"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",battery life,2
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,2
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,0
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,0
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,2
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,browsing,2
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,0
 After that the said it was under warranty.,warranty,1
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,0
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,1
apple has a reputation and is well known for its easy usage.,usage,2
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,0
"the mouse on the pad, the left button always sticks.",mouse on the pad,1
1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background,0
Theres a built in camera with special effects- for video and photography.,built in camera,2
Maximum sound isn't nearly as loud as it should be.,Maximum sound,0
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,2
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,1
"It is easy to use, good quality and good price.",price,2
I bought a protector for my key pad and it works great :),key pad,2
It played various games without problems and ran aero smoothly and flawlessly.,aero,1
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,0
They say sorry out of warranty.,warranty,0
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,1
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,0
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",system,2
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,1
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,2
I did not have to call the support line at all.,support line,1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,1
"The processor went on me, the fan went and the motherboard went.",fan,0
The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,2
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",linux based os,0
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,boot up,0
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,2
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,2
The best thing about this laptop is the price along with some of the newer features.,price,2
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,2
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,0
Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,0
"With awesome graphics and assuring security, it's perfect!",graphics,2
Keyboard is reasonable size.,Keyboard,2
Skype is just so dang cool with this machine too.,Skype,2
Love the stability of the Mac software and operating system.,operating system,2
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,2
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,0
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,0
Spent 2 hours on phone with HP Technical Support.,HP Technical Support,1
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,2
"The screen is nice, side view angles are pretty good.",screen,2
Very good quality and well made.,quality,2
the mouse is way way way to sensitve.,mouse,0
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,2
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,0
of course my warranty runs out next month.,warranty,1
The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,2
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",multi-touch gestures,2
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,0
the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,2
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,0
Mostly I love the drag and drop feature.,drag and drop feature,2
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,0
"Some features arent friendly ( volume wheel, sound quality, etc.",features,0
It also does not have bluetooth.,bluetooth,0
Loaded with bloatware.,bloatware,1
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,2
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,2
"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,0
It gives me the power and speed that I need to run all the programs I use to edit.,speed,2
"2 months later, the battery went.",battery,0
"I love the size, keyboard, the functions.",size,2
"If a website ever freezes (which is rare), its really easy to force quit.",force quit,2
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,1
"the touch pad is fine - again, it's a real touch pad.",touch pad,2
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,0
 The machine is slow to boot up and occasionally crashes completely.,boot up,0
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,0
It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,0
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Performance,0
"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",edge,0
"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,2
"I am not sure if it was the drive itself, however;",drive,1
I was disappointed when I realized that the keyboard doesn't light up on this model.,keyboard,0
It's software and speed enable it to do amazing things.,software,2
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,1
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,2
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",using the internet,1
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,1
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,2
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",quality,0
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,0
Great pick for portability and affordability.,portability,2
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,2
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,0
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,2
" Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,1
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",Web access,0
Mac also has many apps and programs that are quite cheap or free.,programs,2
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2
"THEN, one month after the warranty expired, the replacement charger went.",warranty,1
I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,1
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,0
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,1
"A month or so ago, the freaking motherboard just died.",motherboard,0
"But after using it a couple of weeks, the overall operation is poor.",operation,0
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",garage band,2
It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,2
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,1
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,2
"Great Laptop for the price, works well with action pack games.",action pack games,1
I especially like the keyboard which has chiclet type keys.,keyboard,2
"Keyboard is great, very quiet for all the typing that I do.",Keyboard,2
" My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,0
But if you're willing to pay another 200 dollar for a windows disc.,windows disc,1
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen.,2
 I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,2
We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,1
Like the price and operation.,operation,2
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",incase shells,2
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs,1
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,0
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,1
The So called laptop Runs to Slow and I hate it!,Runs,0
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,2
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,1
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,mobile video editing,1
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,2
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.",tech guy,1
It weighed like seven pounds or something like that.,seven pounds,1
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,1
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,1
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",feel,2
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,0
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,2
With notes saying they replaced the hard drive.,hard drive,1
Getting the Apple Care plan is a must.,Apple Care plan,2
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,1
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,2
I wish the volume could be louder and the mouse didnt break after only a month.,mouse,0
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,0
" Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,1
I had 3 months when the ports started going out.,ports,0
It has a lot of memory and a great battery life.,memory,2
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,0
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,1
defective software.,software,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,2
 The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,0
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,2
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,0
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",use,2
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,2
The buttons you have to press a little harder than most.,buttons,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,1
"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Dual touchpad mode,2
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,2
    First it burned or fused the power adapter plug.,power adapter plug,0
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,2
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,2
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,0
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,1
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,0
 This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,0
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",USB wireless card,1
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,0
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR3,0
" It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,0
Summary: They played games with me for the warranty period.,warranty period,0
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,2
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,2
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,2
It discharges too quickly.,discharges,0
It seems they could have updated XP and done without creating Vista.,XP,2
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,0
Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,0
It is easy to navigate and update programs.,update programs,1
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,0
The screen shows great colors.,screen,2
"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,2
"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,2
"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,2
" Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,1
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,2
This is what I call a good after sales service.,after sales service.,2
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics,2
"It even has a great webcam, and Skype works very well.",Skype,2
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,2
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,2
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,2
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,2
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,0
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,2
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,1
It's super fast and a great value for the price!,price,2
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,1
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,0
"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",2GB RAM stick,1
The real stand out on this computer is the feel of the keyboard and it's speed.,speed,2
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,1
Now for the hardware problems.,hardware,0
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,2
The shop will definitely push the problem to the service center.,service center,1
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,2
"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,0
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,2
"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,1
Ease of use is just one of the benefits I love about my Mac.,use,2
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,0
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,2
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",power adapter,0
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,1
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,0
"Without a doubt, the *design* of this laptop is fantastic.",design,2
I just took the broken cords into the Apple store and they gave me new ones.,cords,2
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.","""sales"" team",0
"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,0
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",screen,2
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,1
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,2
"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,0
They sent it back with a huge crack in it and it still didn't work.,work,0
It really is perfect for work and play.,work,2
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,2
1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,0
"I noticed windows has a new system called Windows 7, what about us Vista users? They should get all the bugs out of Vista before investing in a new system.",Vista,1
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,0
It's now all commodity hardware.,commodity hardwar,1
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,0
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,2
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,1
It is sleek and lightweight and charges quickly when needed.,charges,2
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",price,2
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,0
It is super easy to use.,use,2
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,1
"But, for the cost this is a winner.",cost,2
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,2
"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,1
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,0
"I have Vista, so I am unable to install and uninstall some programs.",programs,0
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,1
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,1
Came fully loaded - good.,loaded,2
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,2
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,1
The laptop was very easy to set up.,set up,2
This laptop is a great price and has a sleek look.,look,2
I have been very pleased with the performance of this laptop.,performance,2
"I noticed windows has a new system called Windows 7, what about us Vista users? They should get all the bugs out of Vista before investing in a new system.",Windows 7,1
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,2
"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband,2
